Player,Nation,Squad,Comp,Age,FW,MF,DF,GK,Nation_enc,Squad_enc,Comp_enc
Sven Botman,NED,Newcastle Utd,Premier League,25.0,0,0,1,0,76,64,2
Saïmon Bouabré,FRA,Monaco,Ligue 1,18.0,1,1,0,0,36,59,1
Ayyoub Bouaddi,FRA,Lille,Ligue 1,17.0,0,1,0,0,36,50,1
Badredine Bouanani,ALG,Nice,Ligue 1,20.0,1,1,0,0,1,65,1
Benjamin Bouchouari,MAR,Saint-Étienne,Ligue 1,23.0,0,1,0,0,67,77,1
Hicham Boudaoui,ALG,Nice,Ligue 1,25.0,0,1,0,0,1,65,1
Carlo Boukhalfa,MAR,St. Pauli,de Bundesliga,25.0,0,1,0,0,67,80,4
Justin Bourgault,FRA,Brest,Ligue 1,19.0,0,0,1,0,36,16,1
Benjamin Bourigeaud,FRA,Rennes,Ligue 1,31.0,0,1,0,0,36,75,1
Edoardo Bove,ITA,Fiorentina,Serie A,22.0,1,1,0,0,55,28,3
Jarrod Bowen,ENG,West Ham,Premier League,28.0,1,1,0,0,31,93,2
Enzo Boyomo,CMR,Valladolid,La Liga,23.0,0,0,1,0,17,89,0
Domagoj Bradarić,CRO,Hellas Verona,Serie A,25.0,0,0,1,0,23,36,3
Conor Bradley,NIR,Liverpool,Premier League,21.0,0,0,1,0,78,51,2
Bilal Brahimi,ALG,Nice,Ligue 1,24.0,0,1,0,0,1,65,1
Julian Brandt,GER,Dortmund,de Bundesliga,28.0,0,1,0,0,40,23,4
Jarrad Branthwaite,ENG,Everton,Premier League,22.0,0,0,1,0,31,27,2
Darko Brašanac,SRB,Leganés,La Liga,33.0,0,1,0,0,93,46,0
Lilian Brassier,FRA,Rennes,Ligue 1,25.0,0,0,1,0,36,75,1
Matthias Braunöder,AUT,Como,Serie A,22.0,0,1,0,0,6,21,3
Iker Bravo,ESP,Udinese,Serie A,20.0,1,1,0,0,33,86,3
James Bree,ENG,Southampton,Premier League,27.0,0,0,1,0,31,79,2
Tim Breithaupt,GER,Augsburg,de Bundesliga,23.0,0,1,0,0,40,7,4
Gleison Bremer,BRA,Juventus,Serie A,27.0,0,0,1,0,12,41,3
Brenner,BRA,Udinese,Serie A,25.0,1,1,0,0,12,86,3
Ben Brereton,CHI,Southampton,Premier League,25.0,1,0,0,0,15,79,2
Marco Brescianini,ITA,Atalanta,Serie A,25.0,0,1,0,0,55,4,3
Maximilian Breunig,GER,Heidenheim,de Bundesliga,24.0,1,1,0,0,40,35,4
Anthony Briançon,FRA,Saint-Étienne,Ligue 1,30.0,0,0,1,0,36,77,1
Nathan Broadhead,WAL,Ipswich Town,Premier League,26.0,1,1,0,0,107,40,2
Armando Broja,ALB,Everton,Premier League,23.0,1,0,0,0,0,27,2
David Brooks,WAL,Bournemouth,Premier League,27.0,1,0,0,0,107,14,2
Arvid Brorsson,SWE,Monza,Serie A,25.0,0,0,1,0,98,61,3
Moritz Broschinski,GER,Bochum,de Bundesliga,24.0,1,1,0,0,40,12,4
Nathaniel Brown,GER,Eint Frankfurt,de Bundesliga,21.0,0,1,1,0,40,24,4
Jacob Bruun Larsen,DEN,Stuttgart,de Bundesliga,26.0,0,1,0,0,27,82,4
Tajon Buchanan,CAN,Villarreal,La Liga,26.0,1,1,0,0,13,91,0
Ante Budimir,CRO,Osasuna,La Liga,33.0,1,0,0,0,23,67,0
Emi Buendía,ARG,Leverkusen,de Bundesliga,28.0,1,1,0,0,3,49,4
Manu Bueno,ESP,Sevilla,La Liga,20.0,0,1,0,0,33,78,0
Santiago Bueno,URU,Wolves,Premier League,26.0,0,0,1,0,103,95,2
Endika Buján,ESP,Athletic Club,La Liga,22.0,1,0,0,0,33,5,0
Marius Bülter,GER,Hoffenheim,de Bundesliga,31.0,1,0,1,0,40,37,4
Facundo Buonanotte,ARG,Leicester City,Premier League,20.0,1,1,0,0,3,47,2
Alessandro Buongiorno,ITA,Napoli,Serie A,25.0,0,0,1,0,55,63,3
Cameron Burgess,AUS,Ipswich Town,Premier League,29.0,0,0,1,0,5,40,2
Jonathan Burkardt,GER,Mainz 05,de Bundesliga,24.0,1,0,0,0,40,53,4
Oliver Burke,SCO,Werder Bremen,de Bundesliga,27.0,1,1,0,0,90,92,4
Dan Burn,ENG,Newcastle Utd,Premier League,32.0,0,0,1,0,31,64,2
Rareș-Cătălin Burnete,ROU,Lecce,Serie A,21.0,1,0,0,0,88,45,3
Wes Burns,WAL,Ipswich Town,Premier League,30.0,1,0,1,0,107,40,2
Marnon Busch,GER,Heidenheim,de Bundesliga,30.0,0,0,1,0,40,35,4
Gianluca Busio,USA,Venezia,Serie A,22.0,0,1,0,0,104,90,3
Aurélio Buta,POR,Reims,Ligue 1,28.0,0,0,1,0,86,74,1
Jean Butez,FRA,Como,Serie A,29.0,0,0,0,1,36,21,3
Marcin Bułka,POL,Nice,Ligue 1,25.0,0,0,0,1,85,65,1
Pau Cabanes,ESP,Alavés,La Liga,20.0,0,1,0,0,33,0,0
Rémy Cabella,FRA,Lille,Ligue 1,35.0,1,1,0,0,36,50,1
Leandro Cabrera,URU,Espanyol,La Liga,33.0,0,0,1,0,103,26,0
Liberato Cacace,NZL,Empoli,Serie A,24.0,0,1,1,0,80,25,3
Anthony Caci,FRA,Mainz 05,de Bundesliga,27.0,0,0,1,0,36,53,4
Mathieu Cafaro,FRA,Saint-Étienne,Ligue 1,27.0,1,1,0,0,36,77,1
Moisés Caicedo,ECU,Chelsea,Premier League,23.0,0,1,0,0,29,20,2
Tom Cairney,SCO,Fulham,Premier League,34.0,0,1,0,0,90,30,2
Jens Cajuste,SWE,Ipswich Town,Premier League,25.0,0,1,0,0,98,40,2
Davide Calabria,ITA,Milan,Serie A,28.0,0,0,1,0,55,58,3
Riccardo Calafiori,ITA,Arsenal,Premier League,22.0,0,0,1,0,55,2,2
Luca Caldirola,ITA,Monza,Serie A,34.0,0,0,1,0,55,61,3
Fernando Calero,ESP,Espanyol,La Liga,29.0,0,1,1,0,33,26,0
Duje Ćaleta-Car,CRO,Lyon,Ligue 1,28.0,0,0,1,0,23,52,1
Hakan Çalhanoğlu,TUR,Inter,Serie A,31.0,0,1,0,0,101,39,3
Dominic Calvert-Lewin,ENG,Everton,Premier League,27.0,1,0,0,0,31,27,2
Drissa Camara,CIV,Parma,Serie A,23.0,1,1,0,0,16,69,3
Issiaga Camara,GUI,Nice,Ligue 1,20.0,0,1,0,0,46,65,1
Lamine Camara,SEN,Monaco,Ligue 1,21.0,0,1,0,0,91,59,1
Mahdi Camara,FRA,Brest,Ligue 1,26.0,1,1,0,0,36,16,1
Francesco Camarda,ITA,Milan,Serie A,17.0,1,1,0,0,55,58,3
Eduardo Camavinga,FRA,Real Madrid,La Liga,22.0,0,1,1,0,36,72,0
Nicolò Cambiaghi,ITA,Bologna,Serie A,24.0,1,0,0,0,55,13,3
Andrea Cambiaso,ITA,Juventus,Serie A,25.0,1,0,1,0,55,41,3
Axel Camblan,FRA,Brest,Ligue 1,21.0,1,1,0,0,36,16,1
Sergio Camello,ESP,Rayo Vallecano,La Liga,24.0,1,0,0,0,33,71,0
José Campaña,ESP,Las Palmas,La Liga,31.0,0,1,0,0,33,42,0
Thomas Campaniello,ITA,Empoli,Serie A,17.0,1,0,0,0,55,25,3
Cole Campbell,USA,Dortmund,de Bundesliga,19.0,1,1,0,0,104,23,4
Emre Can,GER,Dortmund,de Bundesliga,31.0,0,1,1,0,40,23,4
Peio Canales,ESP,Athletic Club,La Liga,20.0,1,1,0,0,33,5,0
Matteo Cancellieri,ITA,Parma,Serie A,23.0,1,1,0,0,55,69,3
Fali Candé,GNB,Venezia,Serie A,27.0,0,0,1,0,43,90,3
Antonio Candela,ITA,Valladolid,La Liga,24.0,0,0,1,0,55,89,0
Sergi Canós,ESP,Valencia,La Liga,28.0,1,1,0,0,33,88,0
Jaydee Canvot,FRA,Toulouse,Ligue 1,18.0,0,1,1,0,36,85,1
Pierrick Capelle,FRA,Angers,Ligue 1,37.0,0,1,0,0,36,1,1
Gianluca Caprari,ITA,Monza,Serie A,31.0,1,1,0,0,55,61,3
Elia Caprile,ITA,Napoli,Serie A,23.0,0,0,0,1,55,63,3
Gabin Capuano,FRA,Lens,Ligue 1,18.0,1,0,0,0,36,48,1
Francesco Caputo,ITA,Empoli,Serie A,37.0,1,0,0,0,55,25,3
Maxence Caqueret,FRA,Lyon,Ligue 1,25.0,0,1,0,0,36,52,1
Simon Cara,FRA,Montpellier,Ligue 1,19.0,0,1,0,0,36,60,1
Andrea Carboni,ITA,Monza,Serie A,24.0,0,0,1,0,55,61,3
Franco Carboni,ITA,Venezia,Serie A,21.0,0,0,1,0,55,90,3
Valentin Carboni,ARG,Marseille,Ligue 1,20.0,1,1,0,0,3,57,1
Cárdenas,ESP,Rayo Vallecano,La Liga,27.0,0,0,0,1,33,71,0
Irvin Cardona,FRA,Saint-Étienne,Ligue 1,27.0,1,0,0,0,36,77,1
Marc Cardona,ESP,Las Palmas,La Liga,29.0,1,0,0,0,33,42,0
Sergi Cardona,ESP,Villarreal,La Liga,25.0,0,0,1,0,33,91,0
Johnny Cardoso,USA,Betis,La Liga,23.0,0,1,0,0,104,11,0
Tiago Cardoso,LUX,Gladbach,de Bundesliga,18.0,0,0,0,1,65,34,4
Patrik Carlgren,SWE,Nantes,Ligue 1,33.0,0,0,0,1,98,62,1
Diego Carlos,BRA,Aston Villa,Premier League,31.0,0,0,1,0,12,3,2
Carmona,ESP,Sevilla,La Liga,23.0,0,0,1,0,33,78,0
Marco Carnesecchi,ITA,Atalanta,Serie A,24.0,0,0,0,1,55,4,3
Sergio Carreira,ESP,Celta Vigo,La Liga,24.0,0,1,1,0,33,19,0
Dani Carvajal,ESP,Real Madrid,La Liga,33.0,0,0,1,0,33,72,0
Fabio Carvalho,POR,Brentford,Premier League,22.0,1,1,0,0,86,15,2
William Carvalho,POR,Betis,La Liga,32.0,0,1,0,0,86,11,0
Cesare Casadei,ITA,Torino,Serie A,22.0,0,1,0,0,55,83,3
Marc Casado,ESP,Barcelona,La Liga,21.0,0,1,0,0,33,9,0
Nicolò Casale,ITA,Lazio,Serie A,27.0,0,0,1,0,55,43,3
Casemiro,BRA,Manchester Utd,Premier League,33.0,0,1,0,0,12,56,2
Kaelan Casey,ENG,West Ham,Premier League,20.0,0,0,1,0,31,93,2
Matty Cash,POL,Aston Villa,Premier League,27.0,1,0,1,0,85,3,2
Josué Casimir,FRA,Le Havre,Ligue 1,23.0,1,1,0,0,36,44,1
Federico Cassa,ITA,Atalanta,Serie A,19.0,1,1,0,0,55,4,3
Cristian Cásseres Jr.,VEN,Toulouse,Ligue 1,25.0,0,1,0,0,106,85,1
Timothy Castagne,BEL,Fulham,Premier League,29.0,0,0,1,0,8,30,2
Valentín Castellanos,ARG,Lazio,Serie A,26.0,1,0,0,0,3,43,3
Jean-Charles Castelletto,CMR,Nantes,Ligue 1,30.0,0,1,1,0,17,62,1
Santiago Castro,ARG,Bologna,Serie A,20.0,1,0,0,0,3,13,3
Gaetano Castrovilli,ITA,Lazio,Serie A,28.0,1,1,0,0,55,43,3
Danilo Cataldi,ITA,Fiorentina,Serie A,30.0,0,1,0,0,55,28,3
Catena,ESP,Osasuna,La Liga,30.0,0,0,1,0,33,67,0
Maximiliano Caufriez,BEL,Valencia,La Liga,28.0,0,0,1,0,8,88,0
Dani Ceballos,ESP,Real Madrid,La Liga,28.0,0,1,0,0,33,72,0
Abdoulie Ceesay,GAM,St. Pauli,de Bundesliga,21.0,1,0,0,0,38,80,4
Zeki Çelik,TUR,Roma,Serie A,28.0,0,0,1,0,101,76,3
Fabien Centonze,FRA,Nantes,Ligue 1,29.0,0,0,1,0,36,62,1
Alberto Cerri,ITA,Como,Serie A,28.0,1,0,0,0,55,21,3
Franco Cervi,ARG,Celta Vigo,La Liga,30.0,1,1,0,0,3,19,0
Julian Chabot,GER,Stuttgart,de Bundesliga,27.0,0,0,1,0,40,82,4
El Chadaille Bitshiabu,FRA,RB Leipzig,de Bundesliga,19.0,0,0,1,0,36,70,4
Fares Chaïbi,ALG,Eint Frankfurt,de Bundesliga,22.0,1,1,0,0,1,24,4
Trevoh Chalobah,ENG,Chelsea,Premier League,25.0,0,0,1,0,31,20,2
Timothy Chandler,USA,Eint Frankfurt,de Bundesliga,34.0,0,0,1,0,104,24,4
Conor Chaplin,ENG,Ipswich Town,Premier League,28.0,1,1,0,0,31,40,2
Brendan Chardonnet,FRA,Brest,Ligue 1,30.0,0,0,1,0,36,16,1
Gabriel Charpentier,CGO,Parma,Serie A,25.0,1,0,0,0,14,69,3
Raúl Chasco,ESP,Valladolid,La Liga,21.0,0,0,1,0,33,89,0
Anrie Chase,JPN,Stuttgart,de Bundesliga,20.0,0,0,1,0,58,82,4
Pep Chavarría,ESP,Rayo Vallecano,La Liga,26.0,0,0,1,0,33,71,0
Arthur Chaves,BRA,Hoffenheim,de Bundesliga,24.0,0,0,1,0,12,37,4
Jhoanner Chávez,ECU,Lens,Ligue 1,22.0,0,1,1,0,29,48,1
Walid Cheddira,MAR,Espanyol,La Liga,27.0,1,0,0,0,67,26,0
Chema,ESP,Real Madrid,La Liga,19.0,0,1,0,0,33,72,0
Théo Chennahi,FRA,Montpellier,Ligue 1,20.0,0,1,1,0,36,60,1
Sidiki Cherif,FRA,Angers,Ligue 1,18.0,1,0,0,0,36,1,1
Rayan Cherki,FRA,Lyon,Ligue 1,21.0,1,1,0,0,36,52,1
Lucas Chevalier,FRA,Lille,Ligue 1,23.0,0,0,0,1,36,50,1
Fabio Chiarodia,ITA,Gladbach,de Bundesliga,19.0,0,0,1,0,55,34,4
Julián Chicco,ARG,Leganés,La Liga,27.0,0,1,0,0,3,46,0
Leandro Chichizola,ARG,Parma,Serie A,34.0,0,0,0,1,3,69,3
Federico Chiesa,ITA,Liverpool,Premier League,27.0,1,0,0,0,55,51,2
Ben Chilwell,ENG,Crystal Palace,Premier League,28.0,0,1,1,0,31,22,2
Chiquinho,POR,Mallorca,La Liga,25.0,1,1,0,0,86,54,0
Pedro Chirivella,ESP,Nantes,Ligue 1,27.0,0,1,0,0,33,62,1
Joris Chotard,FRA,Montpellier,Ligue 1,23.0,0,1,0,0,36,60,1
Hamza Choudhury,ENG,Leicester City,Premier League,27.0,0,1,1,0,31,47,2
Andreas Christensen,DEN,Barcelona,La Liga,28.0,0,0,1,0,27,9,0
Ryan Christie,SCO,Bournemouth,Premier League,30.0,0,1,0,0,90,14,2
Carney Chukwuemeka,ENG,Dortmund,de Bundesliga,21.0,1,1,0,0,31,23,4
Samuel Chukwueze,NGA,Milan,Serie A,25.0,1,1,0,0,77,58,3
Aaron Ciammaglichella,ITA,Torino,Serie A,20.0,0,1,0,0,55,83,3
Jasper Cillessen,NED,Las Palmas,La Liga,35.0,0,0,0,1,76,42,0
Alessandro Circati,AUS,Parma,Serie A,21.0,0,0,1,0,5,69,3
Pathé Ciss,SEN,Rayo Vallecano,La Liga,30.0,0,1,0,0,91,71,0
Alphadjo Cissè,ITA,Hellas Verona,Serie A,18.0,1,1,0,0,55,36,3
Djaoui Cissé,FRA,Rennes,Ligue 1,21.0,0,1,0,0,36,75,1
Seydouba Cissé,GUI,Leganés,La Liga,24.0,0,1,0,0,46,46,0
Yoann Cissé,FRA,Auxerre,Ligue 1,20.0,0,1,0,0,36,8,1
Patrick Ciurria,ITA,Monza,Serie A,30.0,0,1,1,0,55,61,3
Harry Clarke,ENG,Ipswich Town,Premier League,24.0,0,0,1,0,31,40,2
Jack Clarke,ENG,Ipswich Town,Premier League,24.0,1,1,0,0,31,40,2
Alexis Claude-Maurice,FRA,Augsburg,de Bundesliga,26.0,1,1,0,0,36,7,4
Jonathan Clauss,FRA,Nice,Ligue 1,32.0,0,1,1,0,36,65,1
Silvi Clúa,ESP,Girona,La Liga,20.0,0,1,0,0,33,33,0
Nathaniel Clyne,ENG,Crystal Palace,Premier League,33.0,0,1,1,0,31,22,2
Conor Coady,ENG,Leicester City,Premier League,32.0,0,0,1,0,31,47,2
Marcus Coco,FRA,Nantes,Ligue 1,28.0,0,0,1,0,36,62,1
Saúl Coco,EQG,Torino,Serie A,26.0,0,0,1,0,32,83,3
Séamus Coleman,IRL,Everton,Premier League,36.0,0,0,1,0,50,27,2
Nathan Collins,IRL,Brentford,Premier League,23.0,0,0,1,0,50,15,2
Nnamdi Collins,GER,Eint Frankfurt,de Bundesliga,21.0,0,0,1,0,40,24,4
Toby Collyer,ENG,Manchester Utd,Premier League,21.0,0,1,0,0,31,56,2
Lorenzo Colombo,ITA,Empoli,Serie A,23.0,1,1,0,0,55,25,3
Andrea Colpani,ITA,Fiorentina,Serie A,25.0,1,1,0,0,55,28,3
Levi Colwill,ENG,Chelsea,Premier League,22.0,0,0,1,0,31,20,2
Florinel Coman,ROU,Cagliari,Serie A,26.0,1,1,0,0,88,18,3
Kingsley Coman,FRA,Bayern Munich,de Bundesliga,28.0,1,0,0,0,36,10,4
Eray Cömert,SUI,Valladolid,La Liga,27.0,0,1,1,0,94,89,0
Santi Comesaña,ESP,Villarreal,La Liga,28.0,0,1,0,0,33,91,0
Pietro Comuzzo,ITA,Fiorentina,Serie A,20.0,0,0,1,0,55,28,3
Francisco Conceição,POR,Juventus,Serie A,22.0,1,0,0,0,86,41,3
Diego Conde,ESP,Villarreal,La Liga,26.0,0,0,0,1,33,91,0
Tomás Conechny,ARG,Alavés,La Liga,26.0,1,1,0,0,3,0,0
Alois Confais,FRA,Le Havre,Ligue 1,28.0,0,1,0,0,36,44,1
Sirlord Conteh,GER,Heidenheim,de Bundesliga,28.0,1,1,0,0,40,35,4
Lewis Cook,ENG,Bournemouth,Premier League,28.0,0,1,1,0,31,14,2
Copete,ESP,Mallorca,La Liga,25.0,0,0,1,0,33,54,0
Diego Coppola,ITA,Hellas Verona,Serie A,21.0,0,0,1,0,55,36,3
Francis Coquelin,FRA,Nantes,Ligue 1,33.0,1,1,0,0,36,62,1
Iker Córdoba,ESP,Valencia,La Liga,19.0,0,0,1,0,33,88,0
Derek Cornelius,CAN,Marseille,Ligue 1,27.0,0,0,1,0,13,57,1
Maxwel Cornet,CIV,Genoa,Serie A,28.0,1,1,0,0,16,31,3
Pierre Cornud,FRA,Saint-Étienne,Ligue 1,28.0,0,0,1,0,36,77,1
Ángel Correa,ARG,Atlético Madrid,La Liga,30.0,1,1,0,0,3,6,0
Joaquín Correa,ARG,Inter,Serie A,30.0,1,1,0,0,3,39,3
Thierry Correia,POR,Valencia,La Liga,26.0,0,0,1,0,86,88,0
Alberto costa,POR,Juventus,Serie A,21.0,0,0,1,0,86,41,3
Coba da Costa,ESP,Getafe,La Liga,22.0,1,1,0,0,33,32,0
Danny da Costa,GER,Mainz 05,de Bundesliga,31.0,0,0,1,0,40,53,4
David Costa,POR,Lens,Ligue 1,24.0,1,1,0,0,86,48,1
Logan Costa,CPV,Toulouse,Ligue 1,23.0,0,0,1,0,21,85,1
Samu Costa,POR,Mallorca,La Liga,24.0,0,1,0,0,86,54,0
Grégoire Coudert,FRA,Brest,Ligue 1,25.0,0,0,0,1,36,16,1
Vladimír Coufal,CZE,West Ham,Premier League,32.0,0,0,1,0,26,93,2
Lassana Coulibaly,MLI,Lecce,Serie A,28.0,0,1,0,0,70,45,3
Lasso Coulibaly,GHA,Auxerre,Ligue 1,22.0,1,1,0,0,41,8,1
Mamadou Coulibaly,FRA,Monaco,Ligue 1,20.0,0,1,0,0,36,59,1
Soumaïla Coulibaly,FRA,Brest,Ligue 1,21.0,0,0,1,0,36,16,1
Tanguy Coulibaly,FRA,Montpellier,Ligue 1,24.0,1,1,0,0,36,60,1
Woyo Coulibaly,FRA,Parma,Serie A,25.0,0,0,1,0,36,69,3
Marius Courcoul,FRA,Angers,Ligue 1,18.0,0,1,1,0,36,1,1
Thibaut Courtois,BEL,Real Madrid,La Liga,32.0,0,0,0,1,8,72,0
Yan Couto,BRA,Dortmund,de Bundesliga,22.0,0,0,1,0,12,23,4
Nicolas Cozza,FRA,Nantes,Ligue 1,26.0,0,0,1,0,36,62,1
Aaron Cresswell,ENG,West Ham,Premier League,35.0,0,0,1,0,31,93,2
Charlie Cresswell,ENG,Toulouse,Ligue 1,22.0,0,0,1,0,31,85,1
Bryan Cristante,ITA,Roma,Serie A,30.0,0,1,0,0,55,76,3
Domen Črnigoj,SVN,Venezia,Serie A,29.0,0,1,0,0,97,90,3
Juan Cruz Armada,ESP,Osasuna,La Liga,32.0,0,0,1,0,33,67,0
Juan Cruz,ESP,Leganés,La Liga,24.0,1,0,1,0,33,46,0
Juan Cuadrado,COL,Atalanta,Serie A,36.0,0,1,1,0,19,4,3
Pau Cubarsí,ESP,Barcelona,La Liga,18.0,0,0,1,0,33,9,0
Cucho,COL,Betis,La Liga,25.0,1,0,0,0,19,11,0
Marc Cucurella,ESP,Chelsea,Premier League,26.0,0,0,1,0,33,20,2
Jorge Cuenca,ESP,Fulham,Premier League,25.0,0,0,1,0,33,30,2
Matheus Cunha,BRA,Wolves,Premier League,25.0,1,1,0,0,12,95,2
Patrick Cutrone,ITA,Como,Serie A,27.0,1,0,0,0,55,21,3
Tomáš Čvančara,CZE,Gladbach,de Bundesliga,24.0,1,1,0,0,26,34,4
Wylan Cyprien,FRA,Parma,Serie A,30.0,0,1,0,0,36,69,3
Danilo D'Ambrosio,ITA,Monza,Serie A,36.0,0,0,1,0,55,61,3
Lucas Da Cunha,FRA,Como,Serie A,23.0,0,1,0,0,36,21,3
Samuel Dahl,SWE,Roma,Serie A,25.0,0,1,1,0,98,76,3
Finn Dahmen,GER,Augsburg,de Bundesliga,26.0,0,0,0,1,40,7,4
Thomas Dähne,GER,Holstein Kiel,de Bundesliga,31.0,0,0,0,1,40,38,4
Mahmoud Dahoud,GER,Eint Frankfurt,de Bundesliga,29.0,0,1,0,0,40,24,4
Patson Daka,ZAM,Leicester City,Premier League,26.0,1,1,0,0,108,47,2
Ameen Al-Dakhil,BEL,Stuttgart,de Bundesliga,23.0,0,0,1,0,8,82,4
Thijs Dallinga,NED,Bologna,Serie A,24.0,1,1,0,0,76,13,3
Diogo Dalot,POR,Manchester Utd,Premier League,25.0,0,0,1,0,86,56,2
Mikkel Damsgaard,DEN,Brentford,Premier League,24.0,1,1,0,0,27,15,2
Maat Daniel Caprini,ITA,Fiorentina,Serie A,19.0,1,0,0,0,55,28,3
Flavius Daniliuc,AUT,Hellas Verona,Serie A,23.0,0,0,1,0,6,36,3
Danilo,BRA,Juventus,Serie A,33.0,0,0,1,0,12,41,3
Arnaut Danjuma,NED,Girona,La Liga,28.0,1,1,0,0,76,33,0
Jayden Danns,ENG,Liverpool,Premier League,19.0,0,1,0,0,31,51,2
Kévin Danois,FRA,Auxerre,Ligue 1,20.0,0,1,0,0,36,8,1
Kevin Danso,AUT,Lens,Ligue 1,26.0,0,0,1,0,6,48,1
Dante,BRA,Nice,Ligue 1,41.0,0,0,1,0,12,65,1
Pape Daouda Diongue,SEN,Strasbourg,Ligue 1,,1,1,0,0,91,81,1
Mohammed Daramy,DEN,Reims,Ligue 1,23.0,1,0,0,0,27,74,1
Bence Dárdai,GER,Wolfsburg,de Bundesliga,19.0,0,1,0,0,40,94,4
Sergi Darder,ESP,Mallorca,La Liga,31.0,1,1,0,0,33,54,0
Matteo Darmian,ITA,Inter,Serie A,35.0,0,0,1,0,55,39,3
Lukas Daschner,GER,Bochum,de Bundesliga,26.0,1,1,0,0,40,12,4
Juan David Cabal,COL,Juventus,Serie A,24.0,0,0,1,0,19,41,3
Jonathan David,CAN,Lille,Ligue 1,25.0,1,0,0,0,13,50,1
Alphonso Davies,CAN,Bayern Munich,de Bundesliga,24.0,0,0,1,0,13,10,4
Ben Davies,WAL,Tottenham,Premier League,31.0,0,0,1,0,107,84,2
Keinan Davis,ENG,Udinese,Serie A,27.0,1,0,0,0,31,86,3
Leif Davis,ENG,Ipswich Town,Premier League,25.0,0,0,1,0,31,40,2
Zuriko Davitashvili,GEO,Saint-Étienne,Ligue 1,24.0,1,1,0,0,39,77,1
Paweł Dawidowicz,POL,Hellas Verona,Serie A,29.0,0,0,1,0,85,36,3
Craig Dawson,ENG,Wolves,Premier League,34.0,0,0,1,0,31,95,2
Kevin De Bruyne,BEL,Manchester City,Premier League,33.0,0,1,0,0,8,55,2
Charles De Ketelaere,BEL,Atalanta,Serie A,24.0,1,1,0,0,8,4,3
Rodrigo De Paul,ARG,Atlético Madrid,La Liga,30.0,0,1,0,0,3,6,0
Théo De Percin,MTQ,Auxerre,Ligue 1,24.0,0,0,0,1,75,8,1
Mattia De Sciglio,ITA,Empoli,Serie A,32.0,0,0,1,0,55,25,3
Lorenzo De Silvestri,ITA,Bologna,Serie A,36.0,0,0,1,0,55,13,3
Thibault De Smet,BEL,Reims,Ligue 1,26.0,0,0,1,0,8,74,1
Koni De Winter,BEL,Genoa,Serie A,22.0,0,0,1,0,8,31,3
Amar Dedić,BIH,Marseille,Ligue 1,22.0,1,0,1,0,11,57,1
Alessandro Deiola,ITA,Cagliari,Serie A,29.0,0,1,0,0,55,18,3
Romain Del Castillo,FRA,Brest,Ligue 1,28.0,1,0,0,0,36,16,1
Enrico Del Prato,ITA,Parma,Serie A,25.0,0,0,1,0,55,69,3
Liam Delap,ENG,Ipswich Town,Premier League,22.0,1,0,0,0,31,40,2
Fisayo Dele-Bashiru,NGA,Lazio,Serie A,24.0,1,1,0,0,77,43,3
Andy Delort,ALG,Montpellier,Ligue 1,33.0,1,0,0,0,1,60,1
Olivier Deman,BEL,Werder Bremen,de Bundesliga,24.0,0,0,1,0,8,92,4
Ali Dembélé,FRA,Torino,Serie A,21.0,0,0,1,0,36,83,3
Ousmane Dembélé,FRA,Paris S-G,Ligue 1,27.0,1,0,0,0,36,68,1
Ermedin Demirović,BIH,Stuttgart,de Bundesliga,26.0,1,0,0,0,11,82,4
Sepp van den Berg,NED,Brentford,Premier League,23.0,0,0,1,0,76,15,2
Arthur Desmas,FRA,Le Havre,Ligue 1,30.0,0,0,0,1,36,44,1
Justin Devenny,NIR,Crystal Palace,Premier League,21.0,0,1,0,0,78,22,2
Kiernan Dewsbury-Hall,ENG,Chelsea,Premier League,26.0,0,1,0,0,31,20,2
Michele Di Gregorio,ITA,Juventus,Serie A,27.0,0,0,0,1,55,41,3
Giovanni Di Lorenzo,ITA,Napoli,Serie A,31.0,0,0,1,0,55,63,3
Boulaye Dia,SEN,Lazio,Serie A,28.0,1,1,0,0,91,43,3
Mouctar Diakhaby,GUI,Valencia,La Liga,28.0,0,0,1,0,46,88,0
Mamadou Diakhon,FRA,Reims,Ligue 1,19.0,1,1,0,0,36,74,1
Bafodé Diakité,FRA,Lille,Ligue 1,24.0,0,0,1,0,36,50,1
Oumar Diakité,CIV,Reims,Ligue 1,21.0,1,0,0,0,16,74,1
Amad Diallo,CIV,Manchester Utd,Premier League,22.0,1,1,0,0,16,56,2
Assane Diao,ESP,Betis,La Liga,19.0,1,0,0,0,33,11,0
Habib Diarra,SEN,Strasbourg,Ligue 1,21.0,1,1,0,0,91,81,1
Moussa Diarra,MLI,Alavés,La Liga,24.0,0,0,1,0,70,0,0
Rúben Dias,POR,Manchester City,Premier League,27.0,0,0,1,0,86,55,2
Krépin Diatta,SEN,Monaco,Ligue 1,26.0,0,0,1,0,91,59,1
Kandet Diawara,GUI,Le Havre,Ligue 1,25.0,1,0,0,0,46,44,1
Mahamadou Diawara,FRA,Lyon,Ligue 1,20.0,0,1,0,0,36,52,1
Brahim Díaz,MAR,Real Madrid,La Liga,25.0,1,1,0,0,67,72,0
Luis Díaz,COL,Liverpool,Premier League,28.0,1,0,0,0,19,51,2
Pedro Díaz,ESP,Rayo Vallecano,La Liga,26.0,0,1,0,0,33,71,0
